id,label,errors,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10
03-Jan,TSCAN,"{'PhysNet': 0.7891868468009164, 'PhysMamba': 0.699186846800913, 'RhythmMamba': 0.699186846800913, 'PhysFormer': 0.6091868468009167, 'ME-flow': 0.7891868468009164, 'ME-chunk': 0.6091868468009167, 'TSCAN': 0.1591868468009138, 'EfficientPhys': 0.2491868468009173}",0.18374632,0.2897267,0.2520735,0.027059093,0.48937562,0.000674226,0.08603825,0.06282462,0.21611679,0.99746054,0.38940567
03-Feb,PhysMamba,"{'PhysNet': 0.2875342807279963, 'PhysMamba': 0.072465719272003, 'RhythmMamba': 0.3775342807279997, 'PhysFormer': 0.072465719272003, 'ME-flow': 0.1075342807279966, 'ME-chunk': 0.197534280728, 'TSCAN': 0.5224657192719988, 'EfficientPhys': 0.3424657192719991}",0.24468814,0.43418196,0.2984602,0.045722038,0.48034865,1.1820518e-05,0.30482996,0.06328576,0.16955738,0.99553543,0.38792697
03-Mar,RhythmMamba,"{'PhysNet': 1.6437847142529307, 'PhysMamba': 1.463784714252931, 'RhythmMamba': 1.0137847142529282, 'PhysFormer': 1.733784714252927, 'ME-flow': 1.6437847142529307, 'ME-chunk': 1.733784714252927, 'TSCAN': 1.733784714252927, 'EfficientPhys': 1.9137847142529267}",0.23141308,0.42051792,0.28218666,0.059171524,0.47198996,0.008039445,0.86357284,0.0609694,0.19950137,0.9925318,0.38971472
03-Apr,EfficientPhys,"{'PhysNet': 0.9474180511899348, 'PhysMamba': 0.7674180511899351, 'RhythmMamba': 0.9474180511899348, 'PhysFormer': 0.8574180511899385, 'ME-flow': 1.217418051189938, 'ME-chunk': 1.1274180511899343, 'TSCAN': 0.5874180511899354, 'EfficientPhys': 0.1374180511899396}",0.16757636,0.29573706,0.23755087,0.045451574,0.45500582,0.005004991,1,0.06308028,0.22327477,0.9909278,0.3925344
03-May,ME-flow,"{'PhysNet': 0.6187038001041145, 'PhysMamba': 0.6187038001041145, 'RhythmMamba': 0.6187038001041145, 'PhysFormer': 0.5287038001041111, 'ME-flow': 0.3487038001041114, 'ME-chunk': 0.7087038001041108, 'TSCAN': 0.7987038001041142, 'EfficientPhys': 0.6187038001041145}",0.23733568,0.42238158,0.29181653,0.039793193,0.5037067,4.962779e-07,1,0.060553405,0.17835364,0.99521077,0.3880759
03-Jun,TSCAN,"{'PhysNet': 1.8727018633540384, 'PhysMamba': 0.4327018633540405, 'RhythmMamba': 1.2427018633540357, 'PhysFormer': 1.4227018633540354, 'ME-flow': 1.1527018633540391, 'ME-chunk': 1.5127018633540388, 'TSCAN': 0.197298136645962, 'EfficientPhys': 0.2527018633540407}",0.22969502,0.40089098,0.2853198,0.036317863,0.50866807,0.000884913,1,0.0596792,0.18733656,0.9929776,0.3879364
04-Jan,TSCAN,"{'PhysNet': 1.6646895640686878, 'PhysMamba': 1.214689564068692, 'RhythmMamba': 1.844689564068688, 'PhysFormer': 1.484689564068688, 'ME-flow': 1.5746895640686915, 'ME-chunk': 1.484689564068688, 'TSCAN': 0.4946895640686932, 'EfficientPhys': 1.3046895640686884}",0.22701146,0.35613188,0.28981835,0.027410269,0.4989452,0.00054276,0.101961575,0.0649112,0.21642599,0.9977009,0.3698399
04-Feb,TSCAN,"{'PhysNet': 0.3079771655497723, 'PhysMamba': 0.50202283445023, 'RhythmMamba': 0.50202283445023, 'PhysFormer': 0.8620228344502294, 'ME-flow': 1.0420228344502362, 'ME-chunk': 0.50202283445023, 'TSCAN': 0.0520228344502271, 'EfficientPhys': 1.6720228344502317}",0.22484112,0.3633151,0.28356776,0.027160319,0.492321,0.000256295,0.5474738,0.06488691,0.20950334,0.9968859,0.37258595
04-Mar,ME-chunk,"{'PhysNet': 0.4511096286413192, 'PhysMamba': 0.9011096286413078, 'RhythmMamba': 0.3611096286413158, 'PhysFormer': 0.4511096286413192, 'ME-flow': 0.3611096286413158, 'ME-chunk': 0.2711096286413124, 'TSCAN': 0.2711096286413124, 'EfficientPhys': 0.2711096286413124}",0.3058448,0.51055473,0.3634442,0.05623063,0.49638146,0.004062822,0.9071886,0.064610854,0.21130995,0.9964745,0.3688726
04-Apr,TSCAN,"{'PhysNet': 0.3713831899404454, 'PhysMamba': 0.4613831899404488, 'RhythmMamba': 0.8213831899404482, 'PhysFormer': 0.4613831899404488, 'ME-flow': 0.6413831899404556, 'ME-chunk': 0.6413831899404556, 'TSCAN': 0.1013831899404351, 'EfficientPhys': 0.5513831899404522}",0.29660633,0.48730513,0.35185724,0.057292685,0.49615657,0.00697663,1,0.062342014,0.21566823,0.9933403,0.36921436
04-May,EfficientPhys,"{'PhysNet': 0.5537254901960864, 'PhysMamba': 0.463725490196083, 'RhythmMamba': 1.0937254901960785, 'PhysFormer': 0.8237254901960824, 'ME-flow': 0.6437254901960756, 'ME-chunk': 0.5537254901960864, 'TSCAN': 0.4362745098039085, 'EfficientPhys': 0.1037254901960835}",0.32344207,0.5341929,0.38525116,0.047018226,0.5115321,7.885178e-07,1,0.06371947,0.20412695,0.99663496,0.36905426
04-Jun,TSCAN,"{'PhysNet': 0.5132390745501283, 'PhysMamba': 0.2067609254498847, 'RhythmMamba': 0.6932390745501209, 'PhysFormer': 0.4232390745501249, 'ME-flow': 0.4232390745501249, 'ME-chunk': 0.6032390745501317, 'TSCAN': 0.0267609254498921, 'EfficientPhys': 0.1532390745501146}",0.30310726,0.48129904,0.37046087,0.049453057,0.50713736,0.000744263,1,0.062429916,0.21687007,0.9955969,0.36836788
05-Jan,PhysMamba,"{'PhysNet': 43.48843361259204, 'PhysMamba': 0.0184336125920339, 'RhythmMamba': 0.2884336125920299, 'PhysFormer': 44.11843361259204, 'ME-flow': 0.0184336125920339, 'ME-chunk': 0.0184336125920339, 'TSCAN': 0.8284336125920362, 'EfficientPhys': 0.0184336125920339}",0.17657848,0.41101208,0.2629879,0.018357519,0.5183307,0.001720778,0.102405936,0.09299527,0.20326519,0.9989523,0.39051244
05-Feb,ME-flow,"{'PhysNet': 22.440511406367506, 'PhysMamba': 20.37051140636752, 'RhythmMamba': 28.020511406367504, 'PhysFormer': 26.40051140636752, 'ME-flow': 3.0905114063675043, 'ME-chunk': 3.180511406367508, 'TSCAN': 57.1805114063675, 'EfficientPhys': 18.48051140636749}",0.1717712,0.4070429,0.2531962,0.019320684,0.51326126,0.001254529,0.7049635,0.0942903,0.18526088,0.9975906,0.38898143
05-Mar,PhysMamba,"{'PhysNet': 24.8741697988061, 'PhysMamba': 0.2358302011938988, 'RhythmMamba': 24.1541697988061, 'PhysFormer': 0.8658302011938943, 'ME-flow': 1.045830201193894, 'ME-chunk': 0.8658302011938943, 'TSCAN': 0.6858302011938946, 'EfficientPhys': 1.3841697988061057}",0.13108717,0.3225879,0.22257234,0.014769067,0.48593408,0.007454957,0.64927423,0.09434461,0.17636235,0.99773824,0.3948336
05-Apr,EfficientPhys,"{'PhysNet': 1.103537117903926, 'PhysMamba': 50.28646288209606, 'RhythmMamba': 26.436462882096063, 'PhysFormer': 1.4635371179039254, 'ME-flow': 29.586462882096072, 'ME-chunk': 1.2835371179039257, 'TSCAN': 0.3364628820960718, 'EfficientPhys': 0.156462882096072}",0.14898361,0.38517565,0.26669592,0.01680583,0.47711262,0.004076303,1,0.09186278,0.17708337,0.9940201,0.39551097
05-May,PhysMamba,"{'PhysNet': 0.6938827462072581, 'PhysMamba': 0.1538827462072518, 'RhythmMamba': 28.14388274620726, 'PhysFormer': 0.9638827462072612, 'ME-flow': 0.6938827462072581, 'ME-chunk': 0.4238827462072621, 'TSCAN': 1.593882746207257, 'EfficientPhys': 1.8638827462072527}",0.17268313,0.40860927,0.25299057,0.015791116,0.5369286,0.000917764,1,0.089188,0.19773205,0.993167,0.3868364
05-Jun,PhysFormer,"{'PhysNet': 15.13201550387597, 'PhysMamba': 3.947984496124029, 'RhythmMamba': 16.842015503875977, 'PhysFormer': 3.767984496124029, 'ME-flow': 4.397984496124032, 'ME-chunk': 5.027984496124027, 'TSCAN': 3.947984496124029, 'EfficientPhys': 4.037984496124032}",0.16648814,0.38926095,0.24766219,0.014347976,0.5418015,0.003044708,0.9851385,0.089259796,0.20192577,0.9894335,0.39076012
06-Jan,RhythmMamba,"{'PhysNet': 0.9889527720739224, 'PhysMamba': 0.8989527720739261, 'RhythmMamba': 0.6289527720739301, 'PhysFormer': 0.8089527720739227, 'ME-flow': 0.8089527720739227, 'ME-chunk': 0.8089527720739227, 'TSCAN': 0.8089527720739227, 'EfficientPhys': 0.8089527720739227}",0.24844627,0.47659785,0.32355794,0.031445984,0.5451836,0.000829354,0.11806349,0.058998197,0.20522925,0.9969317,0.38764325
06-Mar,PhysMamba,"{'PhysNet': 5.196252771618632, 'PhysMamba': 5.106252771618642, 'RhythmMamba': 5.106252771618642, 'PhysFormer': 5.286252771618635, 'ME-flow': 5.646252771618634, 'ME-chunk': 5.556252771618631, 'TSCAN': 6.186252771618626, 'EfficientPhys': 5.286252771618635}",0.20394889,0.3844092,0.2701201,0.03238206,0.5067848,0.009503454,0.83676314,0.05456989,0.21230313,0.9966402,0.38972843
06-Apr,ME-chunk,"{'PhysNet': 0.3271377856667499, 'PhysMamba': 0.0571377856667396, 'RhythmMamba': 0.7771377856667385, 'PhysFormer': 0.3271377856667499, 'ME-flow': 0.0571377856667396, 'ME-chunk': 0.0328622143332495, 'TSCAN': 0.9328622143332552, 'EfficientPhys': 0.0328622143332495}",0.20048818,0.35584804,0.25942263,0.031116875,0.50532943,0.014450866,1,0.05285702,0.21943843,0.99343306,0.38955644
06-May,PhysMamba,"{'PhysNet': 0.6276527991782217, 'PhysMamba': 0.177652799178233, 'RhythmMamba': 0.7176527991782251, 'PhysFormer': 0.6276527991782217, 'ME-flow': 1.0776527991782243, 'ME-chunk': 0.8076527991782285, 'TSCAN': 1.2576527991782314, 'EfficientPhys': 1.8876527991782268}",0.23123783,0.42008275,0.30302078,0.029676631,0.5340579,0.002790869,0.7695987,0.056127746,0.21691316,0.99630445,0.38901308
06-Jun,PhysMamba,"{'PhysNet': 0.8164212678936593, 'PhysMamba': 0.4564212678936599, 'RhythmMamba': 0.4564212678936599, 'PhysFormer': 0.6364212678936667, 'ME-flow': 0.8164212678936593, 'ME-chunk': 0.6364212678936667, 'TSCAN': 0.6364212678936667, 'EfficientPhys': 0.6364212678936667}",0.22004434,0.38441366,0.2894706,0.029580882,0.50280845,0.004309514,1,0.05325334,0.21700832,0.9956696,0.38902208
07-Jan,TSCAN,"{'PhysNet': 0.0767185069984464, 'PhysMamba': 0.1932814930015638, 'RhythmMamba': 0.4367185069984316, 'PhysFormer': 0.3467185069984566, 'ME-flow': 0.1667185069984498, 'ME-chunk': 0.1667185069984498, 'TSCAN': 0.013281493001557, 'EfficientPhys': 0.0767185069984464}",0.3330938,0.7220101,0.41224527,0.047564846,0.5363089,4.9994505e-05,0.11268733,0.060309343,0.19104989,0.9977278,0.38834068
07-Feb,ME-chunk,"{'PhysNet': 0.9593479818485662, 'PhysMamba': 1.139347981848573, 'RhythmMamba': 2.3093479818485605, 'PhysFormer': 1.2293479818485764, 'ME-flow': 0.9593479818485662, 'ME-chunk': 0.599347981848581, 'TSCAN': 2.219347981848557, 'EfficientPhys': 1.679347981848565}",0.36751646,0.759905,0.4449898,0.060426023,0.52465457,0.000245078,0.7924044,0.0576811,0.17774566,0.9969919,0.38622704
07-Mar,TSCAN,"{'PhysNet': 1.6106958073148832, 'PhysMamba': 1.7006958073148866, 'RhythmMamba': 1.7006958073148866, 'PhysFormer': 0.7106958073149059, 'ME-flow': 1.4306958073149048, 'ME-chunk': 1.0706958073148911, 'TSCAN': 0.0806958073148962, 'EfficientPhys': 1.1793041926851089}",0.3090681,0.6756016,0.41820058,0.040737588,0.53268594,0.000714677,1,0.06893485,0.20095393,0.9949373,0.39145136
07-Apr,PhysNet,"{'PhysNet': 0.7255679287305128, 'PhysMamba': 1.715567928730522, 'RhythmMamba': 1.4455679287305117, 'PhysFormer': 1.3555679287305082, 'ME-flow': 0.8944320712694918, 'ME-chunk': 1.535567928730515, 'TSCAN': 35.645567928730514, 'EfficientPhys': 53.19556792873051}",0.29118684,0.6512849,0.40774122,0.0410993,0.52251226,0.000422364,1,0.064560495,0.2107802,0.987059,0.39096397
07-May,ME-flow,"{'PhysNet': 0.875738724727853, 'PhysMamba': 0.9242612752721584, 'RhythmMamba': 0.2942612752721629, 'PhysFormer': 0.2042612752721595, 'ME-flow': 0.1557387247278541, 'ME-chunk': 0.2457387247278575, 'TSCAN': 0.2942612752721629, 'EfficientPhys': 1.374261275272147}",0.3194885,0.7480615,0.4095079,0.047321048,0.53614986,0.000229697,1,0.057405304,0.19747126,0.9957762,0.38618785
07-Jun,RhythmMamba,"{'PhysNet': 0.4153593429158206, 'PhysMamba': 0.2146406570841748, 'RhythmMamba': 0.0346406570841963, 'PhysFormer': 0.4153593429158206, 'ME-flow': 0.055359342915807, 'ME-chunk': 0.055359342915807, 'TSCAN': 0.1453593429158104, 'EfficientPhys': 0.055359342915807}",0.31100926,0.73526216,0.40291062,0.046350487,0.53624386,0.000397215,1,0.05759834,0.20260486,0.9952043,0.3865804
08-Jan,ME-chunk,"{'PhysNet': 42.84589441312146, 'PhysMamba': 3.594105586878527, 'RhythmMamba': 60.88478802992519, 'PhysFormer': 3.234105586878528, 'ME-flow': 3.234105586878528, 'ME-chunk': 3.144105586878532, 'TSCAN': 3.144105586878532, 'EfficientPhys': 3.414105586878528}",0.21712154,0.37154105,0.27030206,0.02427024,0.53207296,0.001019872,0.09657575,0.08108176,0.17464341,0.99027807,0.3896022
08-Feb,RhythmMamba,"{'PhysNet': 1.3671519795657687, 'PhysMamba': 1.7271519795657682, 'RhythmMamba': 1.187151979565769, 'PhysFormer': 1.457151979565772, 'ME-flow': 1.457151979565772, 'ME-chunk': 1.2771519795657724, 'TSCAN': 2.71715197956577, 'EfficientPhys': 1.907151979565775}",0.22430229,0.40722165,0.27942082,0.027077701,0.5327412,0.000787622,0.621528,0.08491472,0.17361352,0.98575604,0.38923585
08-Mar,PhysFormer,"{'PhysNet': 2.1116707671661743, 'PhysMamba': 2.3816707671661845, 'RhythmMamba': 2.021670767166178, 'PhysFormer': 1.6616707671661786, 'ME-flow': 2.2016707671661777, 'ME-chunk': 2.2016707671661777, 'TSCAN': 2.1116707671661743, 'EfficientPhys': 1.6616707671661786}",0.24727368,0.42727906,0.2983149,0.03242666,0.5260903,0.000483273,0.63029206,0.078589,0.18204269,0.9929872,0.38554963
08-Apr,TSCAN,"{'PhysNet': 5.196865409907929, 'PhysMamba': 44.66313459009207, 'RhythmMamba': 4.386865409907934, 'PhysFormer': 4.926865409907933, 'ME-flow': 5.1068654099079325, 'ME-chunk': 5.196865409907929, 'TSCAN': 3.036865409907932, 'EfficientPhys': 4.47686540990793}",0.2481359,0.4385646,0.29725087,0.034736022,0.5306403,0.000264035,1,0.07733846,0.17877237,0.98660517,0.38653228
08-May,TSCAN,"{'PhysNet': 1.1315696465696448, 'PhysMamba': 1.1315696465696448, 'RhythmMamba': 1.5815696465696476, 'PhysFormer': 0.951569646569645, 'ME-flow': 1.401569646569648, 'ME-chunk': 1.4915696465696442, 'TSCAN': 0.0384303534303569, 'EfficientPhys': 0.8615696465696487}",0.23791519,0.42144185,0.2934839,0.030559337,0.53355443,0.000686483,1,0.08125339,0.17722121,0.9890813,0.38900635
08-Jun,RhythmMamba,"{'PhysNet': 1.4561648745519662, 'PhysMamba': 1.4561648745519662, 'RhythmMamba': 0.646164874551971, 'PhysFormer': 1.1861648745519702, 'ME-flow': 1.36616487455197, 'ME-chunk': 1.2761648745519665, 'TSCAN': 2.8061648745519747, 'EfficientPhys': 1.636164874551966}",0.24712788,0.4335455,0.30235142,0.033032216,0.5287158,0.000607947,1,0.07848232,0.17991328,0.98904294,0.3887021
09-Jan,RhythmMamba,"{'PhysNet': 44.00762221653443, 'PhysMamba': 1.1723777834655775, 'RhythmMamba': 0.992377783465578, 'PhysFormer': 43.917622216534426, 'ME-flow': 1.262377783465574, 'ME-chunk': 1.1723777834655775, 'TSCAN': 0.992377783465578, 'EfficientPhys': 1.0823777834655743}",0.23899187,0.47379133,0.3012989,0.02706376,0.5300798,0.000609377,0.074977726,0.097455576,0.17175023,0.9929446,0.38899058
09-Feb,ME-chunk,"{'PhysNet': 49.5347880299252, 'PhysMamba': 50.88478802992519, 'RhythmMamba': 33.24478802992519, 'PhysFormer': 48.63478802992519, 'ME-flow': 2.2847880299251884, 'ME-chunk': 1.7447880299251892, 'TSCAN': 51.69478802992519, 'EfficientPhys': 5.074788029925188}",0.22000551,0.4221821,0.28031155,0.03270071,0.50661856,0.00232894,0.50756955,0.085526586,0.19824721,0.9969381,0.39145237
09-Mar,EfficientPhys,"{'PhysNet': 46.549040492957744, 'PhysMamba': 47.08904049295775, 'RhythmMamba': 0.6109595070422529, 'PhysFormer': 46.549040492957744, 'ME-flow': 0.7009595070422563, 'ME-chunk': 0.5209595070422566, 'TSCAN': 0.5590404929577417, 'EfficientPhys': 0.4309595070422531}",0.22525899,0.46653473,0.2861101,0.029771343,0.53216994,0.00183493,0.85700274,0.0883908,0.19800286,0.99734473,0.39147463
09-Apr,TSCAN,"{'PhysNet': 46.08574916975973, 'PhysMamba': 46.715749169759725, 'RhythmMamba': 0.3657491697597166, 'PhysFormer': 46.89574916975972, 'ME-flow': 0.804250830240278, 'ME-chunk': 0.7142508302402817, 'TSCAN': 0.2642508302402788, 'EfficientPhys': 0.3657491697597166}",0.22523645,0.47826058,0.2872069,0.02902931,0.5418854,0.001959238,1,0.088688575,0.2010355,0.9940754,0.39105287
09-May,RhythmMamba,"{'PhysNet': 47.18391371340524, 'PhysMamba': 47.45391371340525, 'RhythmMamba': 0.0239137134052427, 'PhysFormer': 47.27391371340524, 'ME-flow': 0.3839137134052421, 'ME-chunk': 0.3839137134052421, 'TSCAN': 0.6539137134052382, 'EfficientPhys': 0.2939137134052387}",0.22933817,0.4369496,0.28843874,0.030762026,0.5267502,0.001662061,1,0.08405014,0.19694231,0.99678594,0.3900717
09-Jun,PhysMamba,"{'PhysNet': 48.317113872685766, 'PhysMamba': 0.3471138726857674, 'RhythmMamba': 1.0671138726857734, 'PhysFormer': 0.4371138726857708, 'ME-flow': 0.3471138726857674, 'ME-chunk': 0.4371138726857708, 'TSCAN': 0.7071138726857669, 'EfficientPhys': 0.3471138726857674}",0.22560114,0.4283481,0.28481087,0.036539026,0.4937621,0.003699613,1,0.08188229,0.21002579,0.9959454,0.39213774
10-Jan,PhysNet,"{'PhysNet': 0.5022164948453565, 'PhysMamba': 0.5922164948453599, 'RhythmMamba': 1.0422164948453485, 'PhysFormer': 0.6822164948453491, 'ME-flow': 0.6822164948453491, 'ME-chunk': 0.5922164948453599, 'TSCAN': 0.7722164948453525, 'EfficientPhys': 1.0422164948453485}",0.3777907,0.6664464,0.43543792,0.045332983,0.4842909,0.004674733,0.08410564,0.09230774,0.17628005,0.99644166,0.37869447
10-Feb,TSCAN,"{'PhysNet': 1.914372469635623, 'PhysMamba': 1.644372469635627, 'RhythmMamba': 2.0043724696356264, 'PhysFormer': 1.7343724696356304, 'ME-flow': 2.0043724696356264, 'ME-chunk': 1.914372469635623, 'TSCAN': 0.2943724696356327, 'EfficientPhys': 1.2843724696356276}",0.38861084,0.6888993,0.44690645,0.04989775,0.4922264,0.004978789,0.5438912,0.0897054,0.17191215,0.99623895,0.3780382
10-Apr,TSCAN,"{'PhysNet': 4.568250539956807, 'PhysMamba': 4.298250539956811, 'RhythmMamba': 4.478250539956804, 'PhysFormer': 4.478250539956804, 'ME-flow': 4.478250539956804, 'ME-chunk': 4.478250539956804, 'TSCAN': 3.6682505399568015, 'EfficientPhys': 3.848250539956808}",0.39320585,0.6792434,0.44697016,0.05867889,0.5276905,0.006257724,1,0.08228534,0.16081321,0.9931332,0.37892273
10-May,TSCAN,"{'PhysNet': 3.7762483929030566, 'PhysMamba': 3.686248392903053, 'RhythmMamba': 3.686248392903053, 'PhysFormer': 3.686248392903053, 'ME-flow': 3.686248392903053, 'ME-chunk': 3.7762483929030566, 'TSCAN': 3.506248392903061, 'EfficientPhys': 3.7762483929030566}",0.44030094,0.7583185,0.4928248,0.05415746,0.5150742,0.006646787,1,0.08850396,0.16678256,0.9958068,0.37724227
10-Jun,TSCAN,"{'PhysNet': 0.7104516129032277, 'PhysMamba': 0.7104516129032277, 'RhythmMamba': 0.7104516129032277, 'PhysFormer': 0.6204516129032243, 'ME-flow': 0.6204516129032243, 'ME-chunk': 0.7104516129032277, 'TSCAN': 0.5304516129032351, 'EfficientPhys': 0.5304516129032351}",0.4165664,0.7041572,0.47368887,0.05153561,0.5150248,0.007827566,1,0.087878,0.17164628,0.9944483,0.37814793
